timestamp,llm_type,llm_model,template_path,row_number,iteration_number,error_stage,stage_attempt_count,next_feedback_level,error_message,resource_name
2026-03-14 17:32:17,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_2_update_1_template_20260314_173214.yaml,2,1,syntax_validation,0,moderate,'AccessControl' is a legacy property. Consider using 'AWS::S3::BucketPolicy' instead,MyBucket
2026-03-14 17:32:53,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_3_update_1_template_20260314_173233.yaml,3,1,syntax_validation,0,moderate,Additional properties are not allowed ('DeletionPolicy' was unexpected),S3Bucket
2026-03-14 17:32:53,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_3_update_1_template_20260314_173233.yaml,3,1,syntax_validation,0,moderate,Additional properties are not allowed ('UpdateReplacePolicy' was unexpected),S3Bucket
2026-03-14 17:33:34,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_4_update_1_template_20260314_173307.yaml,4,1,syntax_validation,0,moderate,{'Fn::Sub': 'resolve:ssm:/aws/service/ami-amazon-linux-latest/amzn2-ami-hvm-x86_64-gp2'} is not a 'AWS::EC2::Image.Id' with pattern '^ami-([0-9a-z]{8}|[0-9a-z]{17})$' when 'Fn::Sub' is resolved,EC2Instance
2026-03-14 17:33:48,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_4_update_2_template_20260314_173334.yaml,4,2,deployment,0,moderate,Resource provider operation failed: An error occurred (InvalidAMIID.NotFound) when calling the RunInstances operation: The image id 'ami-0c55b159cbfafe1f0' does not exist,EC2Instance
2026-03-14 17:33:48,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_4_update_2_template_20260314_173334.yaml,4,2,deployment,0,moderate,,validation-stack-b435b24e
2026-03-14 17:33:48,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_4_update_2_template_20260314_173334.yaml,4,2,deployment,0,moderate,,validation-stack-b435b24e
2026-03-14 17:34:24,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_5_update_1_template_20260314_173420.yaml,5,1,syntax_validation,0,moderate,"The set of Attributes in AttributeDefinitions: ['ArtistId', 'Concert', 'TicketSales'] and KeySchemas: ['ArtistId', 'Concert'] must match at Resources/ArtistConcertTicketSalesTable/Properties",ArtistConcertTicketSalesTable
2026-03-14 17:34:24,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_5_update_1_template_20260314_173420.yaml,5,1,syntax_validation,0,moderate,'SSEEnabled' is a required property,ArtistConcertTicketSalesTable
2026-03-14 17:34:24,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_5_update_1_template_20260314_173420.yaml,5,1,syntax_validation,0,moderate,Additional properties are not allowed ('Enabled' was unexpected. Did you mean 'SSEEnabled'?),ArtistConcertTicketSalesTable
